Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,9,The Slow Development of a Masterpiece,WriterDave,n/a,15/08/2025,"This is probably the best crime thriller I've seen since ""Insomnia,"" and contains the most haunting climax of any serial killer flick since ""Seven."" But like most films reaching for greatness, this is most admirable for its striking details.The filmmakers here craft a taut, careful, and delicately strung together motion picture that relishes in its amazing development of mood, place, and character.First, the mood: Haunting cinematography (rain falling on a small village at night, shadows darting across a thick field of grass, figures lurking in the woods, a masterfully choreographed hot pursuit scene on foot), a poignant music score (aided by the creepy use of a Korean pop song that accompanies each murder), and no-nonsense direction (peppered with fabulous doses of comic relief--how Shakespearan!) keep the film more and more intriguing at each turn and fascinating to watch.Second, the place: South Korea, circa the late 1980's, and apparently under some sort of militia rule. This is inspired by the true story of Korea's first publicized (and still unsolved) serial killer case. This unique time and place serves as a wonderful respite from the typical American big-city setting of so many other films of this ilk.Finally, the character development: The small details revealing the haunted souls of the detectives on the case is nothing short of brilliant. Witness the tiny executions of minutae: The cloth one rogue cop wraps around his boot so as not to leave scars when he kick-boxes suspects into submission, the harried chief of police checking his own blood pressure while trying to keep his off-the-cuff detectives in line or fighting to keep headline-starved reporters at bay, the young female officer desperately trying to showcase her abilities in crime solving between serving the chauvinistic detectives cups of fresh coffee, the outsider detective from Seoul's insistence that documents never lie (and the brutal irony at the climax that challenges his entire sense of being), and the main village detective's scathing speech on the difference between American FBI agents and Koren policemen. The beauty is in the details, and this film, like all the great ones, revels in their uncovering.One flaw is that some might find the film a bit long in the tooth, but this is not to be missed for fans of serial killer thrillers and police procedural movies. For the Korean filmmakers, and the amazing cast...this is their master stroke.",False
2,8,"What's Korean for ""nuance""?",Groverdox,n/a,15/08/2025,"The more South Korean films I see, the more I understand how it came to pass that filmmakers from that part of Asia are basically leading the world in terms of cinema in the 21st century.These films are always very well made, with interesting plots and characterisation. But above all, they have nuance in spades. Nothing on screen is as simple as it appears. None of the characters are typical heroes or typical villains. None of the responses to anything on-screen are simple, either.Scenes unfold in comedy and then tragedy, or the other way around - or both at once.The additional layers to every scene and every character add a panoramic realism to what unfolds. These characters live and breathe on the screen. After watching ""Memories of Murder"", ""The Wailing"", or ""The Host"", you imagine that the characters are still doing what they were doing when the credits played.That's the gift the South Koreans have given us with their wonderful and inventive cinema.Forget America, unless you are addicted to comic book movies or remakes.Korea is the one to watch.",False
3,9,Great serial killer drama,AKS-6,n/a,15/08/2025,"I'm one of those people who tend to think that South Korean movies are perhaps a bit too slow-paced for my taste. Memories of Murder isn't a fast-paced film, by any means, but this time the slow pace made this movie about an investigation of serial killings so much better than 95% of its American counterparts.Essentially, Memories of Murder is a drama first with thriller and comedy elements (yes, in the first hour or so the movie is actually quite funny). Kang-ho Song and Sang-kyung Kim are brilliant as the two cops who have drastically different views on how to solve a crime. The character development is fascinating and believable thanks to a great script.Highly recommended.",False
4,n/a,The Shaman's Eyes,n/a,n/a,15/08/2025,"SpoilerJoon-ho Bong directs ""Memories of Murder"". A police procedural, the film's first act flows along conventional lines. Here a murder takes place and detective Park Doo-Man is assigned to the case. He's a hotshot cop, hardworking and determined, who thinks he can spot a criminal simply by ""looking into their eyes"". Joon-ho Bong, however, repeatedly questions Park's abilities. Early in the film, for example, Park's commander points at two men at the far side of a room and asks Park to pick out the criminal. Park looks deeply into each man's eyes, but before he gives his answer, the director cuts to black. We assume that Park has picked the right guy.But 20 minutes into the film, and our faith in Park begins to crumble. Indeed, he begins to come across as a bit of an idiot. He's deeply superstitious, relies on fortune tellers, believes in hunches, and is highly insecure.At this point the film introduces another detective. His name is Sae Yoon, and he's been assigned to help Park on his case. The film's second act is thus a repetition of the first act, Sae Yoon re-enacting all the scenes that we just witnessed Park do. The way Park handles the film's first crime scene is contrasted with how Sae Yoon handles the film's second crime scene. The way Park handles an interrogation is contrasted with how Sae Yoon handles an interrogation. In seeing how a methodical, clever and genuinely skilled detective like Sae Yoon handles his job, the audience is forced to reconsider their views of Park. Maybe Park wasn't a hotshot cop after all. The juxtaposition between the way the two men handle the film's first two murders forces us to re-evaluate our perceptions.This notion of reassessing what our eyes see, is constant throughout the film. A mentally ill kid seems like a likely suspect, but is actually not. A local pervert seems like the killer, but is actually a caring husband. An effeminate loner may be the rapist, but DNA samples prove otherwise. Detective Sae Yoon, himself a ""by the books"" cop, eventually becomes a violent, loose cannon, determined to throw away rules and regulations based on a hunch, whilst Park, the very cop who consults shamans and witch doctors and stages false confessions, becomes the film's voice of law-abiding righteousness.And so it is the way the film's characters are constantly in a state of moral flux that makes ""Memories of Murder"" so exciting. The audience is constantly asked to ""look the characters in the eyes"" and reassess what they're seeing.But what makes the film great is its ending. If surface perceptions are inadequate, then how can we truly understand another human being? If personal emotions get in the way of objective truth, how can we ever trust our own acuity? And so because the criminal is never identified or caught, suddenly everyone is guilty. There can be no closure because everyone, police included, is implicated. Watch how the director contrasts the film's first shot (the innocence of a child's face) with the film's final shot (the retired face of detective Frank staring down the camera and directly at the audience). Frank's catch phrase, ""look into my eyes"", now takes on a whole new level of meaning. He's a cop again, and everyone including we the audience are now under suspicion.And so while most serial killer films end with closure, or in the case of the recent ""Zodiac"", with the comfortable knowledge that our killer is now old and largely impotent, ""Memories of Murder"" leaves us on a note of profound paranoia. We're left uncomfortable, disturbed, and everyone now seems a potential suspect.8.5/10 – Though it isn't brave enough to stray far from genre conventions, this is a stylish, engrossing film. Worth two viewings.",True
5,10,nothing prepares me for this masterpiece,edoy,n/a,15/08/2025,"SpoilerI read a review about this movie and am aware what business it made in Korea, but nothing (I mean NOTHING) prepares me for this great work. With the exception of, perhaps, SE7EN, serial-killer movie has never been this good. The story (about real-life killings of 10 women in Korea during the 1986-1991) is compelling enough, but the actors (Song Kang-ho cuts you deep even when he's silent, and his big-city partner offers emotional jolts at the end), the director (effectively plays some scenes in docu-style approach), the cinematography (a shadow creeps out in the paddy field will give you, well, creeps. big one.), and the music (haunting) are welcome bonuses.One scene that impresses me most is the crime-scene midnight chase between a suspect, 2 local detectives, and a big-city detective (who doesn't know his local partners are there watching him). Humorously intense, or intensely humorous, whichever serves you well.The only regret is I saw this one on DVD, while I believe a movie this big (in many senses) deserves to be seen in theaters. Korean movies rarely touch Indonesian theaters.**** out of ****Try to listen the song SAD LETTER in this movie and tell me it's not haunting you. A magnum opus.",True
6,10,A Masterpiece that you cannot miss,whitecatus88,n/a,15/08/2025,"Beginning in the fall of 1986 and continuing for the next four years South Korea was haunted by the nation's first recorded serial killer. Preying upon women in a remote rural community the killer was both vicious and meticulous, strangling his victims with their own undergarments and leaving nothing of any use to the police investigating the crimes. The killer was never caught.I do not envy any director trying to make a true crime film, particularly not one so high profile and so recent that the crimes still live on in the public consciousness. Stray too far in one direction and you devolve into saccharine sentimentality, go the other direction and you risk crass exploitation. Director Bong Joon-Ho avoided both of these traps by charting an altogether different route: he has made a film that is not about the killer or the crimes or the victims but one that is purely about the police officers charged with the case and the devastating emotional toll it took on their lives. In charting his unusual route Bong has created a bleak masterpiece, one that took home a stack of film awards in its native land but which has been largely neglected on these shores until now.The film begins with the first body discovered, a woman strangled with her own stockings, raped, tightly bound, and hidden in a drainage culvert. The detective in charge of the case is Park Du-Man (Song Kang-Ho) and it is immediately clear that he is out of his depth, that the entire local police force, in fact, are out of their depth. The crime scene is chaos, crowded by reporters and locals trampling over potentially vital evidence. Park himself is not what you'd call a systematic investigator, scoffing at the scientific approach and trusting in his supposedly unerring eye at picking out criminals just by looking at them. He relies on swagger and bravado and the brute force of his uneducated assisting officer Jo Yong-Gu.Serving as a foil to Park and Jo is Seo Tae-Yun (Kim Sang-Kyung) a detective from Seoul who has volunteered to assist with the investigation. Seo is the polar opposite of Park - methodical and rational - and it takes mere moments for the two to clash, clashes that lead to the two of them overlooking some key pieces of evidence.As the film progresses and the body count continues to rise you can feel a sense of desperation slowly settle over the department. Under educated, under manned and woefully under equipped the local force is simply not up to the task. As the realisation that they will not find the evidence they so badly need begins to set in Park and Jo resort to planting evidence to bring in suspects Park picks out with his 'keen eye', suspects they then set out to extract coached confessions from. The process inevitably leads to public humiliation. Soon even Seo begins to lose his faith in reason and just as things bottom out they finally catch a break and settle on a prime suspect, one who truly appears likely to be their man. But can they make it stick? What sets Memories of Murder apart from the crowd are the rich performances from its leads and the sure hand of Bong Joon-Ho. Bong knows exactly what he wants to do with this film and he steers the ship with a firm hand. He has a keen eye for imagery but he consistently avoids the cheap resolve, the quick hit, in favour of a slowly building mood and the film is all the stronger because of it. Song and Kim are both stellar in their roles, giving their characters much needed depth. You can feel their frustration and helplessness continually growing and when the final crushing blow is delivered you can feel their utter despair at being abandoned by a system that they have given their lives to. Bong isn't just asking how this could happen, how someone could be as evil as this killer, but how could a government allow this to happen? How could the police not be given the tools and manpower they so obviously needed to protect the people? The DVD release has been given the standard Palm treatment. The transfer is strong and presented in anamorphic widescreen. The film is presented with both the original Korean language track in 2.0 stereo and an English dub in both 2.0 and 5.1. The English subtitles are solid, clearly translated and easy to read. The disc also includes a reel of cast and crew interviews discussing their characters and the creation of the film as well as an extensive reel of deleted scenes.Memories of Murder is a minor masterpiece, a film that moved Bong immediately onto Korea's A-list of directing talent. It is richly detailed, beautifully performed and disturbing in precisely the way that people need to be disturbed in from time to time. Don't miss it.",False
7,8,Must See,dbborroughs,n/a,15/08/2025,"After two women are found dead in a rural community, a detective arrives from the big city to help out. Things quickly mushroom with the discovery of more bodies, more suspects and no end in sight.Whether you like police films or not you should see this movie about the real hunt for Korea's first known serial killer simply because its a great movie. This is a movie that alters your expectations and changes your view of things. Its impossible to guess whats going to happen simply because the twists and turns are so unexpected. At times this is a funny funny movie, especially if you like shows like Law and Order or CSI since what we take for granted in those shows is stood on its head. At other times this is a very taut thriller and you become as desperate as the police in needing to put an end to the madness.On top of all of this is a picture of Korea in 1986, a place with political unrest and civil defense drills that for me at least makes it seem like something out of the 1950's.This is brilliant brilliant film-making.I've given the film an 8 out of 10, even though it probably deserves to be higher, simply because some 12 hours after seeing the film, I'm still pondering what I thought of it, how good is it? At least an 8. I'm sure a second and third and fourth viewings will change my mind.Yea its that good",False
8,10,"""What did he look like? Just... ordinary.""",SantiagoDM1,n/a,15/08/2025,"It's hard to encapsulate what Memories of Murder stands for as a movie, but I would say it's a sorrowful, but human experience, portraying various emotional stages throughout a harsh story which we, the audience, are going to live with the protagonists.Cinematographically mesmerizing, it makes the most out of the scenery of everyday life on rural South Korea. Rain, solitude, quietness, the vastness of the grassland, the depth of a tunnel, all tainted by sepia colored lenses.In this film Bong Joon-ho proves that he not only is an incredible storyteller, but also master in composition and camera movement. One of the finest examples is the scene where a new body is discovered. Here, the director unfolds the situation with a long take through the grassland, taking us on a trip in the disaster that Detective Park Doo-Man is going through as reporters get into the murder scene, a tractor erases a footprint, police officials falling as they try to get to the place, etc.One of the biggest achievements resides in its pacing, achieving a subtle and brief change of moods, the film takes its risks with the ludicrous methods of Detective Cho Yong-koo without making the viewer think that some particular scene is out of place. The chase scene inevitably comes to my head as another prove of Bong Joon-ho ability with the camera, as he doesn't abuse any resource, he sneaks it by switching between quick cuts and long takes.Bong's films are always impregnated with a political background that includes class struggle, heavy bureaucracy, corruption & civil guard brutality. The Host, Mother, Snowpiercer, Okja are clear examples of this and Memories of Murder isn't an exception. South Korean police force is depicted as an inefficient and arrogant law enforcement political arm that isn't capable of accepting the case is beyond their capabilities and these feelings of discomfort and anger caused by the police's negligence are exacerbated by the political scenario South Korea was experiencing.My final word on this masterpiece is the tunnel scene. It makes the film's final transition from what began as a crime thriller to an exasperating psychological and sorrowful cinematic experience as we grow fond with our desperate protagonist, in what seems to be his last try to see through the eyes of the number one suspect, which ends in a frustrated attempt to solve the case. This takes us to the ending of Memories of Murder, which I will say is one of the most powerful ever seen on film... as detective Park Doo-Man looks straight into the camera, breaking the fourth wall and sorrowfully starring at the audience, looking one last time for those indistinct murderous eyes within the average crowd.10/10.",False
9,10,"Do watch out for The flying kick, my favorite interrogation technique. Excellent n engaging crime drama.",Fella_shibby,n/a,15/08/2025,"I first saw this more than a decade ago n loved it.Revisited it recently.This one is truly one of the best crime drama.I feel Zodiac, True Detective S1 n the recent The Little Things borrowed few stuff from this movie.After the discovery of two dead bodies in a small village, a detective n his partner decides to question a mentally handicapped young man because the man used to follow one of the victims around town but their forced confessions n interrogation techniques are questioned when a detective from a city volunteers to assist them.Apart from being a very engaging movie, this one has sufficient suspense n tons of atmosphere.Another good aspect is the character development.This movie amazingly showcases the faulty police interrogation techniques, the lack of securing the crime scene, evidence being improperly collected, non availability of extra police personnel, the non-existent forensic technology n the superstitious beliefs.The isolated rural landscape where the killings take place is as much a character in the movie.",False
10,9,American thrillers should learn from Korean ones,guycorhuo,n/a,15/08/2025,"What a good movie.What a great work of casting. Perhaps a little bit long, but the most part the movie is enjoyable and there's no perfection without mistakes. I think i haven't ever seen before a Korean movie and if there are much of them like this one i shall become Korean movie fan. The tempo, the thrill, the development of characters, everything it has been well worked.The direction is good yet without emphatic resources, there are just two moments with a little much use of slow motion but it doesn't arrive to be an abuse of it.If you can see it don't loose your time with Hollywood sad-bad thrillers bet for this Korean present.9/10 cause perfection doesn't exist.",False
