Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,10,A must watch movie for all Indians who care about the future of our nation!,qualitycontentmatters,n/a,16/08/2025,"Normally I don't watch animal rights documentaries because they upset me and make me feel angry and helpless. I usually reason that anyway I know what's happening, so why subject myself to that energy again?But somehow I made an exception for Maa ka Doodh after reading a friend's review about it. I'm so glad I watched it!At first I thought I'd start a bit and stop if it's overwhelming, but OMG they've done such an excellent job of presenting everything! I just went all the way through it.I'm really impressed at the research and the holistic way of showing how dairy just doesn't make any sense at all for - health, animals, environment, spirituality, or national security.Instead of only pointing out the issues, the documentary provides hope and solutions too.A lot of vegetarians believe they're not causing any harm. But the truth is dairy is a lot more cruel and harmful than meat.I feel like everyone who watches this documentary with an open mind cannot help seeing the truth. The information is too compelling to ignore.There are some painful, difficult to watch scenes. But no gratuitous gore. Only short clips that are enough to make a point.",False
2,10,One choice. So many consequences. A must watch!,prathamgoel-25805,n/a,16/08/2025,"Truly eye-opening documentary, a must watch!There are so many dimensions to this problem created by the dairy industry in India which I have been taking for granted all these years:
1. Most of all, the simple fact that more dairy consumption leads to more beef consumption and thereby more animal slaughter!2. Also, the dairy production process of artificial insemination is so inhumane, I had little idea until I watched this documentary.3. Even most of the so called protectors of cows look down on Buffalos, which make up a significant portion of dairy products and beef exports. Moreover, the complicated inter-state trade laws only banning/ allowing trade of certain types of cattle makes things even worse, especially in the illegal, black markets, which go unaccounted for4. Not to mention, the severe stress on health and environmental impact that this industry causes in terms of methane, water and land footprint is truly mind-boggling.Having been a vegetarian all my life, I've realised, my dairy consumption as it is, is a very minute portion of my diet. Now I am seriously considering giving up on all dairy products all together.Definitely a must watch! Freely available on YouTube in both English and Hindi.",False
3,10,Highly recommended Documentry,rbkamble-32381,n/a,16/08/2025,"Many people are under the false assumption, that the dairy and meat industries are morally different.The truth is, no animal in the dairy industry will make it out alive. After being forced into pregnancy over and over and having their calves repeatedly stolen from them, the milk producing mothers (once exhausted) are sent off to be executed for cheap meat. The meat industry tends to use the bodies of dead dairy cows in processed foods like burgers.The stolen calves if female, will replace the dairy herd, but if born male, will either be killed shortly after birth, used for their young flesh (veal) or raised for beef. As dairy calves don't tend to be as productive for meat, dairy farmers use semen from beef cattle to impregnate dairy cows with, in order to make more profit from the calves they produce.The only moral distinction one might arguably make between the meat and dairy industries,is the prolonged suffering in the dairy industry caused by lameness, mastitis, and most notably the systematic baby stealing and the maternal trauma that follows. But essentially, these are the same industries. Dairy cannot exist and generate profit without the meat industry. If you don't eat meat for ethical reasons, it only makes sense that also you boycott dairy forethical reasons. And so, it only logically follows that you boycott all industries thatunjustifiably exploit and kill animals, by living vegan.",False
4,10,Ma Kaa Doodh means literally mother's milk. And this is about milk from.the cattle. Yes it is the mothers' milk to their own children. The truth should hit us. High time.,selvi-70708,n/a,16/08/2025,"This movie is a recording of the truth around us, narrated in a neutral tone. Though it breaks our heart to watch the scenes, it is a must watch, for all Indians who want to be aware and are interested in creating a better country and a better world...
Especially the younger generation who are the future earth citizens. High time we and they came out of the traditional beliefs that the cow is our mother (buffaloe?). All the dairy based industries use more of buffaloes milk, but no one knows this. Thats not the point here though. The point is our sense of justice and fairness which we seem to have lost somewhere on the way in our evolution, and watching this film with an open mind might help in making informed decisions which will go a long way towards that better world.",False
5,10,A must watch film,vsunny-79917,n/a,16/08/2025,"The movies takes you on a journey about our relationship with nature. It gives us an insight on what issues India faces as a nation. As a nation how we have moved away from our basic nature of ahimsa and violated the right of others. This movie provides a reason for introspection and self change and to educate others. It is educational and inspires to be the change we want to see. The simple relationship a mother and her offspring, how we deviate from this bond is also a learning from this movie. Our future depends on what actions we take today and how we bring the change within ourselves and others. Must watch movie.",False
6,10,A Life changing Movie,amarkumarjnv,n/a,16/08/2025,"What A well Researched movie including all the aspects of like- Historical, cultural, Spiritual Health and Climate change. This movie helps you understand your relationship with food and how it is produced.You can't miss watching this film. The way it discover the truth of Dairy industry and present to the Audience is amazing. Very Minimal use of graphic footage yet so impactful.I liked the cultural and Religious aspects of Milk and Ghee as these are closely related to our religious practices, The exploitation from Religious text gave me the fresh perspective to understand.I am so happy that I watched this film.",False
7,10,I didn't think dairy was harmful,dakotamatthes,n/a,16/08/2025,"Before watching this film I didn't think that dairy was a product that harmed animals in the making. Oh my gosh were my eyes opened!! It makes so much sense to me now, but I just did not connect the dots before. A female cow has to give birth in order to produce milk. Therefore she must be impregnated year after year to keep producing. This is done forcefully by humans only two months after she has given birth time after time after time, and she lives in a state of chronic exploitation through pregnancy, birth and milking, over and over and over again. She is grief stricken every time her baby is taken away from her at birth and it's milk is stolen from her until she is impregnated again and the cycle continues. The male calves are killed, being viewed as useless to humanity. So much more to see in this film that is completely eye-opening! Please, if you do nothing else this year, see this film. 👍🏼",False
8,10,Much needed documentary in Indian context.,sambhavmutha1,n/a,16/08/2025,"A well made documentary highlighting the horrors of dairy industry in the context of India. It clears a lot of doubts and misconceptions people had about milk in India.Not only does it cover the ethical perspective, but it also covers other perspectives such as religion and health. It also covers alternatives to milk. It is well thought out and organised into different parts.Ahimsa (i.e. Non-violence) is an integral part of many Indian religions, but majority who follow the principles of ahimsa are unaware of the cruelty and violence in the dairy industry. The connection between beef and milk is well hidden from the public. Thanks to documentaries like this, it is now easier to communicate about the horrors of the dairy industry.It is transforming the way people look at milk and making them empathetic!",False
9,10,This is the best documentary I have ever seen.,tikarihamanisha,n/a,16/08/2025,"This is the best documentary I have ever seen. This documentary is eye opening, and I agree all the facts mentioned in this documentary are 100% true. Everyone must watch it. Truly worth watching. It reveals all the myths about dairy. I am very much thankful to the creater for making it. Hopefully people will understand and change to make our holy cow's life better. Dairy is scary for all the reasons. After watching this movie I don't find a single reason to consume dairy. It is not even good for our own health.""Doodh ka rang laal hai safed nahi"", I knew this after watching this movie. Even vegetarians are also killer of our holy cow.",False
10,10,Bold film! Be prepared to get surprised,amit-29325-78928,n/a,16/08/2025,"This film in no way force's viewers to go Vegan, however going vegan is what is expected from anyone who think or claim to care about animals.Though there may be a legal way, yet there's no ethical way to harm an animal!Although we have all been raised to believe that using animals for food is natural and necessary, through this film I have discovered that there is a much happier and healthier way to live! Think about this: we humans are also animals and ALL animals want to live and have the capacity to suffer. When I decided to opt out of the cruel practices of using animals without regard to their needs, my life actually became better! I highly recommend that you watch this film and find another way to support yourselves, in a way that benefits ALL who are involved, regardless of what ""species"" they may belong to.This film is a masterpiece made by a Dr. From victims perspective after thoroughly studying facts and figure's.",False
