Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,9,Such a classic.,sophiebrooks-75145,n/a,15/08/2025,"This movie is definitely one to remember. Despite being filmed in the 90s, Jurassic Park continues to be a classic to this day. 
Watching the movie now highlights the contrast between the effects then and the special effects available now. This, along with some acting that is a tad overdone, are the only real critiques I would give this film. 
The child actors were especially hilarious to me-the young boy, Timmy, has moments that really capture a reaction that a child in real life would have (""I threw up."" ""Well that's ok! That happens sometimes""-Allen-is one of my favorite quotes). 
Another extremely influential aspect of this film is the music that plays over certain intense scenes and the iconic theme music in the opening/closing. The music combined with the diegetic sound of the dinosaur stomping/approaching builds the suspense and creates an intense tension in the audience. 
As a classic worldwide, it's no wonder that this movie provided the basis for generations of movies to follow.",False
2,9,Brilliant,master of the obvious,n/a,15/08/2025,"What can I say? Jurassic Park is one of the most underrated movies ever. Yes, I did say underrated. True, it is the fourth highest grossing movie ever (for the time being) and was a motion picture bible for eight-year-olds across the country, but it has never been regarded as artistically superior. When, in reality, it is one of the most artistically inventive movies ever. It contains all of Spielberg's magical strokes of genius from fantastic art direction and wonderful camera techniques to astounding technical quality ( which comes from his well known control over technology). The minor flaws of a theme park are masterfully embedded into the art direction, script etc. and the acting is superb. This is one of the only movies I've seen with great acting by children. Spielberg's camera usage ranges from foreshadowing the appearance of dinosaurs with extreme up-angles to exquisitely composed scenes of the dinosaurs' ""interaction"" with the characters. Aside from technical quality, Jurassic Park bears powerful social messages of human intrusion and destruction of natural environment and the self-revering nature of man. Also, it had an undeniable effect on cinema being one of the first movies to use CGI at such a large scale. However, the most ingenious aspect of the film is the portrayal of the dinosaurs as animals rather than ruthless monsters. At many times throughout the movie, the humans are portrayed as antagonists and the respect and appreciation of the dinosaurs is wonderfully developed. And, best of all, like star wars you can analyze the movie all you want or just sit back and enjoy the ride.",False
3,9,A time when I thought dinosaurs were real,Smells_Like_Cheese,n/a,15/08/2025,"SpoilerMy first epic movie to see on the big screen was Jurassic Park. I was only 8 years old and I had no idea what I was in for when I watched this movie. I was terrified but so enchanted by this world. Steven Spielberg brought back the dinosaur genre, a genre that was only used with caveman movies. Not to mention did it with incredible special effects. I remember seeing this movie for the first time and asked my mom if the dinosaurs were real or if they made giant robots. Those dinosaurs not only looked real but were absolutely terrifying. But what an adventure we took with Jurassic Park, the land where anything could happen with a crazy billionaire and upset employees who pretty much destroy the world for a nickel. One of the most memorable movies of all time that still holds up to this day, Jurassic Park is a film not to be missed.Billionaire John Hammond, has recently created Jurassic Park: a theme park populated with dinosaurs cloned from the DNA extracted from insects preserved in prehistoric amber. After a park worker is attacked by a dinosaur, Hammond's investors, demand that experts visit the park and verify that it is safe. Gennaro invites Dr. Ian Malcolm, a mathematician, while Hammond invites paleontologist Dr. Alan Grant and paleobotanist Dr. Ellie Sattler. They are joined on the island by Hammond's two grandchildren Tim and Lex. Hammond asks Malcolm, Grant, and Sattler what their thoughts are about having recreated dinosaur species. The group sets off to explore the park. The head computer programmer, Dennis Nedry, is secretly in the employ of one of InGen's corporate rivals, and has been paid to steal fertilized dinosaur embryos. During his theft, Nedry deactivates the park's security system, allowing him access to the embryo storage. The group is now parked in front of the T-Rex's cage and now they are fighting for their lives in Jurassic Park.I think one of the most memorable scenes is definitely the raptors chasing the children in the kitchen. What a tense scene that made you hold your breath the whole way through. You have to love Jeff Goldblum in this movie, when he tries to ""save"" the children from the T-Rex and instead pretty much gets his butt kicked, he gets saved later and as they are chased in the car by the T-Rex the only thing he can say as this giant monster is catching up faster and faster with each footstep, he says ""must go faster"" so calmly, how funny! But there is a moment that scares me more than the dinosaurs that I'm surprised no one noticed in the editing room, the granddaughter is scared to death screaming at Sam Neill that the lawyer left them and he replies with a dark look ""that's not what I'm going to do"". I responded that with ""I have much darker plans for you"", I mean his look was just so creepy! I digress, Jurassic Park is still a very fun movie that is the ultimate adventure. It's timeless and I can't wait to show my kids one day, what a great movie with wonderful effects and a wonderful cast and crew.9/10",True
4,10,The Movie to define a Generation.,josiahliljequist,n/a,15/08/2025,"If you were born in the 90s or before, you had a connection with people...you absolutely loved this movie, and it made a mark on you. I think most people remember when they saw this movie first, because it was that awe inspiring of an experience. I remember that it was the first pg-13 movie I was allowed to watch, and what a way to start my grown up movie experience!!!
Everything in this movie screams adventure, from the opening scene where the jungle leaves rustle, the shot of mysterious sparkling amber, to the landing of the helicopter on a remote rainforest island, the movie sets the tone for the greatest adventure movie ever made. As you hear John Williams glorious theme start to swell, and you see Alan remove his glasses and start to tremble, you know you're about to witness one of the most magical moments ever put on cinema. I can't go into detail on all the incredible scenes, from the T-Rex reveal, to the kitchen scene, but each one of them revolutionized what we thought movie magic could take us. Thank you Spielberg for making this enchanting piece of art for us, an entire generation is indebted to you.",False
5,10,"A Groundbreaking, Heart Stomping, Dino Sized film",FrankBooth_DeLarge,n/a,15/08/2025,"In the year 1993, Hollywood saw something unlike anything else, the film Jurassic Park. Never before 1993 had dinosaurs been so breathtaking and realistic on the silver screen.The plot is very original. A group of scientists cloned dinosaurs, and are about to open an amusement park where people can see the dinosaurs. The creator John Hammond(Richard Attenborough) invites a group of people, along with his grandchildren, to see the dinos and enjoy a relaxing time at the park. Could anything go wrong, at the time it doesn't seem like it, but something else is going on. Employee Dennis Nedry is planning to steal dinosaur embryos. In order to do this, he causes a security breakdown so he can get the embryos and escape. He isn't the only one that can escape, as hungry dinos also escape. After this, everyone on the island is in danger, and loose dinosaurs are everywhere. That is where the fun in Jurassic Park comes in.This is an underrated movie according to the IMDb ratings. It isn't even in the top 250. Today, people don't appreciate it as much, mainly due to the fact that other movies like it have been made. Growing up in the 90's, this was one of my favorite movies. As a kid, I only watched it to see the dinosaurs, as I didn't understand a whole lot of it. Today, I realize how great the plotting and suspense are.This spawned two sequels. The second one wasn't bad, but the third wasn't very good. I would recommend seeing the second after this, but the third is passable.The story is great, how at first we see how the magic was created, and then later we see the magic turn into a disaster, in which everyone's life is at stake.The special effects are still good today, but they were revolutionary for back in 1993. The acting is good, and the ensemble cast is great. All of the action sequences are perfectly executed, creating plenty of suspense and tension.Younger kids may get scared by this, as I remember a lot of young kids being scared by it in 1993. If kids aren't scared by dinosaurs, they will probably enjoy the movie.I highly recommend Jurassic Park. It is quite underrated in my opinion, it deserves more credit than it gets.Watch this at all costs if you have somehow missed it and see what everyone was amazed about back in 1993.Enjoy",False
6,10,Criminally Underrated By IMDb!,bluemoonrising26,n/a,15/08/2025,"SpoilerSimply one of the greatest films of all time. How on Earth it is only rated as 7.9/10 I'll never know.It has a great plot, structured of course around Michael Crichton's equally brilliant novel, and the graphics are absolutely superb. Jurassic Park, along with the sequel 'The Lost World: Jurassic Park', had Dinosaurs that were actually convincing. Of course, there was some artistic license involved - certain behaviours of the animals were exaggerated or entirely fabricated - but that in no way detracts from the film. They are certainly better than those in the comparably average third instalment in the franchise, 'Jurassic Park III'. Living in the 21st century (or 20th, as it were) this film gave us a recreation of these creatures that was genuinely believable.For all their fancy graphics and obscene budgets, films such as 'Avatar' will never compare to the likes of Jurassic Park.",True
7,10,incredible movie,STACorpus,n/a,15/08/2025,"Even though it was adapted from a book, this unique story was destined to become an incredible film. Great casting, decent acting, great special effects, beautiful and perfect score by John Williams, incredible directing. I believe this movie has to be one of the greatest science fiction films ever made. Although not entirely true to the book, (though someone should never say a movie is not good because it is not exactly like the book because that really doesn't matter) Steven Spielberg made this story a landmark in special effects and a standard for thriller films to be compared to. It also contains some scenes that are instant classics, such as the first time they see the dinosaurs, the kitchen scene with the raptors, the end scene with the raptors and the T-Rex, the scene with the T-Rex and the kids in the jeep, and of course the scene where the T-Rex chases the jeep. I will keep this movie in my list of favorites and classics till the day i die.",False
8,n/a,One of the greatest films ever made.,n/a,n/a,15/08/2025,"I don't know why I loved this movie so much.  Maybe it was the utter amazement when I first saw the Brachiosaurus eat from a tree.  Or maybe it was my adrenaline rushing when two 12 year old were attacked by velociraptors.  It might possibly be the chills that went down my spine when the T-Rex first made his terrifying roar.  Whatever it was, it made me write this review.Allan Grant (Sam Neil) and Ellie (Laura Dern) are two successful paleontologists who are asked by a rich man John Hammond to come at his park for a major tour.  They agree and are taken to an island where ""Jurassic Park"" logos are everywhere.  The two paleontologists have no idea what they are getting themselves into.  The first dinosaur to make an apearance is the Brachiosaurus, which both of them are extrememly amazed by its giant apearance, and so is the audience.  What the two of them don't know is that there are much more terrifying and carnivorous dinosaurs who are about to escape and run loose....Directed by the mighty Steven Speilberg, Jurassic Park relied on more character development than any other creature-feature.  Usually you get second-rate actors who can't act, getting terrified by monsters that don't really exist.  Jurassic Park was the opposite.  It changed the way we looked at the world, and it will forever.  Based on the novel by Micheal Crichton, Jurassic Park was an amazing movie.From beginning to end, Jurassic Park bedazzled us with dinosaurs.  Dinosaurs that are EXTINCT.  There are a lot of cool cameos and the stars give great performances.  The whole family should watch this movie.  Not for the glossy title, but because of the dinosaurs.  I remember being a kid when I first watched it, and I remember loving this movie so bad.  The climax was excellent, and I am not saying what happens, unlike the sequel to this film (Jurassic Park 3).  A climax-less bad film, that was.  But this....this was magic.  And yes, it was a masterpiece.The magic of this film is what brought me into dinosaurs, too.  I had a ""Jurassic Park"" marathon today and I watched this movie, and I can still feel the magic.  You will feel the magic too once you see it.  I just have absolutely nothing to say except that Steven Speilberg will put a spell on you.  Even if you don't like creature-features, this movie will entertain you.  Steven Speilberg will take you to places that no one else ever will. And the ""life will find a way"" speech is here, ready to make someone feel that creating dinosaurs that have been extinct for millions of years is a good thing.Absolutely needless to say, Jurassic Park was a golden diamond.10/10 (One of the greatest films ever made)",False
9,10,A rare breed of film seldom seen anymore: a true masterpiece.,Pjtaylor-96-138044,n/a,15/08/2025,"'Jurassic Park (1993)' is a landmark achievement, in as many ways as possible. While some of the exclusively digital dinosaurs don't hold up quite as well as the rest (despite having been only relatively recently surpassed by their peers - depending on budgetary constraints, of course), there are times when the superb CG almost seamlessly blends with possibly the best practical effects I've ever seen to create phenomenally believable, groundbreaking special-effects that truly are, still to this day, some of the best of their kind. Seriously, both the Raptor rigs and, specifically, the to-scale T-Rex are nothing short of breathtaking. They work so well not only due to the flick's fantastic technical prowess but also thanks to its beautiful blending of its core techniques (those created by clay and those by computer), its legitimate reactions from the compelling characters and its uncanny ability to put the audience right in the middle of it all, making you feel genuine wonder, fear, suspense and elation as if you're really sat alongside these long-extinct creatures. It's difficult to stress just how important the characters are in making it all so utterly believable, as well as so utterly captivating. Each of them feel like fleshed-out people, written to perfection by screenwriters who know how to get information across to the audience in a very organic way. It's almost as entertaining watching these people just converse with one another, discussing the morals of bringing extinct creatures back from the dead, as it is seeing them navigate the survival situation in which they are inevitably placed. It is only because we care so much about all the core players that the suspense sequences work so well, that we are kept on the edge of our seat every time a dinosaur lurks around the corner and that we grip our chairs when they leap for their prey. These scenes are some of the best in cinema, perfectly constructed with restraint and splendour. It's also difficult to describe how affecting even the simple moments can be, the moments in which we are asked to sit back and stare at the mere sight of a dinosaur. These should have dampened with time and yet they haven't, still eliciting the awe they did when they first hit the big-screen. They emulate the imagined magic of seeing one of these animals in real life for the first time. Running underneath all of this are some compelling themes that eagerly invite analysis, with the central debate being a tough and intriguing one. The picture is simply one of the most engaging I've ever seen, one that puts an ear-to-ear smile on your face just because it's so utterly amazing. It balances all of its core tenants impeccably, being a proper 'summer blockbuster' that's incredibly intelligent as well, to the point that every second is just supreme entertainment. It can make you lean forward in your seat or well-up with awe and, in general, have a blast from beginning to end. The movie is, without a doubt, a true masterpiece. 10/10",False
10,10,Groundbreaking!,stephie-12,n/a,15/08/2025,"This was obviously the most sophisticated portrayal of dinosaurs at the time, and it doesn't age a bit.  Sam Neill plays Dr Alan Grant, a paleontologist who is persuaded to check out Richard Attenborough's new theme park, only to find that he has managed to clone dinosaurs.  There is plenty of action, and the dinos look so real as to be positively scary!  Sam Neill puts in his usual incredibly brilliant performance, and you can really believe he is acting with the creatures!  Jeff Goldblum as usual seems to play himself, as Professor Ian Malcolm, an expert in chaos theory who is convinced the park is a bad idea.  The cast are amazing, the effects are amazing, this whole movie is amazing.  It doesn't get any better than this!",False
