Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,8,Remarkable and Heart-warming Film,loyddoron,n/a,16/08/2025,"""My Brother Jordan,"" a heartwarming and touching documentary by Justin Robinson, beautifully chronicles the extraordinary life and untimely passing of Jordan Robinson through the eyes of his adoring younger brother, Justin. The film is a moving love letter that not only celebrates the life of a cherished brother but also underscores the profound power of sibling bonds. Justin's heartfelt storytelling draws viewers into his world, creating an intimate portrait of their unbreakable connection, leaving an indelible impact on anyone who watches. As the narrative unfolds, the documentary delicately weaves bittersweet nostalgia with the reminder that our loved ones may be physically gone, but their spirit and influence continue to live on in our hearts. ""My Brother Jordan"" is a remarkable and unforgettable experience that honors the strength of brotherhood and the enduring force of love, urging all to cherish their own sibling connections.",False
2,9,This Is Real Life,burnzyburns,n/a,16/08/2025,"SpoilerWhat I love most about this incredible documentary is the way it's told by Justin. Hearing him go through the stages of his brother being healthy and then sick to ultimately his death is told in a very non-fictional, super honest way. There is no sugarcoating this story, and there is nothing cliche about this story even with a lot of people that know and may have experienced someone with cancer whether they survived or not. What I absolutely loved most however was the bond of brothers between Justin and Jordan. I have a brother and I know I would be rocked if he had to go out like that. That was the Cherry on top, knowing what it's like to have someone that close to you, and I feel like that's exactly what loss is like if I ever had to experience it like Justin did.",True
3,10,A Sensational Masterpiece,pconns-77160,n/a,16/08/2025,"There is no way to accurately describe this film, you just have to watch it. It is an experience that takes you through the life of an amazing human being, Jordan Robinson, through the lens of the people whose lives he impacted for the better, especially his younger brother Justin. It serves as the highlight reel of an exceptional life cut far too short, and encompasses the innocent joy of childhood, intense living room boxing matches and driveway basketball games, hilarious homemade movies featuring even more hilarious costumes, the journey from a below average high school basketball player to the star of the team, and the tragic robbery of life at the hands of an infamous affliction. If you watch this film, you probably didn't know Jordan. But after watching it, you feel as if you did. That's the real power of this documentary. It allows you to feel the positive impact of a person you've never even met. After watching this, although it sounds cliché, you will truly appreciate the loved ones around you so much more and live life to the fullest, because that's exactly what Jordan did his entire life.",False
4,10,Deeply Moving,SarahsSaga,n/a,16/08/2025,"""My Brother Jordan"" is a deeply moving film that touches on life, death, and the game of basketball. More than anything it is a story of a brother's unending, selfless love. 100% Recommend.",False
5,10,"What comes from the heart, goes to the heart",theard33-463-365808,n/a,16/08/2025,Wide open and raw. A beautiful tribute. This film resonates with anyone who has lost someone special to them.,False
6,10,Indescribably powerful.,haleydarnell,n/a,16/08/2025,"Cannot say enough about the heartache and brilliance of this film. I laughed, I cried, I reflected, and I hoped. It is a labor of love but also a work of art.It is a filmmaker's job to tell a story well.
It is a brother's job to keep a memory alive.The power of the intersection of these two responsibilities in ""My Brother Jordan"" is indescribable.",False
7,10,We All Grieve Differently. We All Grieve.,jenagmoody,n/a,16/08/2025,"My Brother Jordan weaves honest interviews and precious home movies into a story of a family blitzed by loss.This doc is palpably cathartic. Anyone with a modicum of experience with loss will grieve along with Justin, rejoice in his joyful memories, and understand his process.If the relationship between Jordan and Justin (or Jordan and literally anyone interviewed) teaches anything, it is to love with reckless abandon.When you love big, you hurt big. But Justin tells us that that's OK and the reward far outweighs the risk.Justin's editing is rife with impeccable comic timing and lingering moments, allowing the pain of loss to breathe. A brilliant tribute to a man who, even in death, makes us feel like family.",False
8,10,Cannot be described,lvrcali,n/a,16/08/2025,"A beautiful and humble reminder of what humanity is truly about. Engaging, well edited, thoughtful.",False
9,10,"A beautiful tribute to a brother who's gone, but always present",mnews-64985,n/a,16/08/2025,"I accidentally clicked on this documentary, but thought I'd give it a few minutes since I was already there.
I watched it not just once, but twice.
What a beautifully made tribute to a brother whose impact will remain forever with his family and friends. The interviews were so raw and truthful. May we all be remembered as well as Jordan is. Thanks to Jordan's brother, Justin, for sharing his brother with the world.",False
10,10,Masterpiece,noahwarnock,n/a,16/08/2025,"This film tore me apart, built me back up and tore me apart again. 100% recommend.",False
11,10,Incredible story of love and heartache.,austin-taylor-30516,n/a,16/08/2025,This film was one of the most heartfelt films I've seen in a very long time. Justin Robinson truly poured every ounce of his heart and creative potential into this project and it shows.,False
