Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,10,They said you were a giant. They said you can crush a man's skull with one hand.,hitchcockthelegend,n/a,15/08/2025,"Ridley Scott's Gladiator is not a perfect film, I would think that the hardiest of fans, of which I'm firmly one, know this deep down. Yet just like Commodus in the film is keen to point out that he himself has other virtues that are worthy, so does Gladiator the film. Enough in fact to make it an everlasting favourite of genre fans and worthy of the Academy Award acknowledgements it received.In narrative terms the plot and story arc is simplicity supreme, something Scott and Russell Crowe have never shied away from. There has to my knowledge as well, never been a denial of the debt Gladiator owes to Anthony Mann's 1964 Epic, The Fall of the Roman Empire. Some folk seem very irritated by this, which is strange because the makers of Gladiator were not standing up bold as brass to proclaim they were unique with their movie, what they did do was reinvigorate a stagnant genre of film for a new generational audience. And it bloody worked, the influence and interest in all things Roman or historically swashbuckling of film that followed post Gladiator's success is there for all to see.What we do in life echoes in eternity.So no originality in story, then. While some of the CGI is hardly ""Grade A"" stuff, and there's a little over - mugging acting in support ranks as some of the cast struggle to grasp the period setting required, yet the way Gladiator can make the emotionally committed feel - overrides film making irks. Crowe's Maximus is the man men want to be and the man women want to be with. As he runs through the gamut of life's pains and emotionally fortified trials and tribulations, we are with him every step of the way, urging him towards his day of revenge splattered destiny; with Crowe superb in every pained frame, winning the Academy Award for Best Actor that he should have won for The Insider the previous year.Backing Crowe up is Joaquin Phoenix giving Commodus preening villainy and Connie Nielsen graceful as Lucilla (pitch Nielsen's turn here against that of Diane Kruger's in Troy to see the class difference for historical period playing). Oliver Reed, leaving the mortal coil but leaving behind a spicy two fold performance as Proximo the Gladiator task master. Olly superb in both body and CGI soul. Richard Harris tugging the heart strings, Derek Jacobi classy, David Hemmings also, while Djimon Hounso gives Juba - Maximus right hand man and confidante - a level of character gravitas that's inspiring.I didn't know man could build such things.Dialogue is literate and poetic, resplendent with iconic speeches. Action is never far away, but never at the expense of wrought human characterisations. The flaming arrows and blood letting of the Germania conflict kicks things off with pulse raising clarity, and Scott and his team never sag from this standard. The gladiator arena fights are edge of the seat inducing, the recreation for the Battle of Carthage a stunning piece of action sequence construction. And then the finale, the culmination of two men's destinies, no soft soaping from Scott and Crowe, it lands in the heart with a resounding thunderclap. A great swords and sandals movie that tipped its helmet to past masters whilst simultaneously bringing the genre alive again. Bravo Maximus Decimus Meridius. 10/10",False
2,8,"As a matter of fact, Maximus, I AM entertained.",mahmus,n/a,15/08/2025,"Gladiator is the best bread and circus. A moving and very entertaining action epic with Russel Crowe and Joaquin Phoenix at the top of their game.I absolutely love Joaquin Phoenix in this movie. He's the kind of villain you love to hate. So pathetic and childish. So ruthless and creepy. Just right amount of cartoonish. I wanted to punch him in the face.It can be corny and it drags a bit during the escape plan part of the plot, but it has enough emotion and brutal violence to keep the audience entertained, and that's what a good gladiator match should be.",False
3,10,One of the best films ever,ajkbiotech,n/a,15/08/2025,"SpoilerThere are so many iconic lines and quips in this film, too many to countIt was easily the best film of the start of the millennium.""on my mark, unleash hell!""""My name is Maximus Decimus Meridius, commander of the Armies of the North, General of the Felix Legions and loyal servant to the TRUE emperor, Marcus Aurelius. Father to a murdered son, husband to a murdered wife. And I will have my vengeance, in this life or the next.""",True
4,8,"20 Years On, It Still Rewards And Grips",david-meldrum,n/a,15/08/2025,"20 years on, the first DVD I bought is still a barnstorming, thrilling ride. There's so much to recommend this - Lisa Gerrard & Hans Zimmer's iconic score, the canny casting of Joaquin Phoenix as a foil for Crowe; the realisation that I quote this film in everyday conversation far more than I thought I did. If it should have won the Oscars is a moot point - this is another of Ridley Scott's superb worldbuilding - one of his primary film-making skills, giving us a Rome that feels recognisable yet still a break from the cliché's that had seeped in to popular culture before this. That the film's status was boosted by the DVD boom as it made its way to home release is undeniable, but this remains a film that thrills, absorbs and grips.",False
5,8,Are you entertained? Yes sir yes I am,nathanmanson,n/a,15/08/2025,"How good is Russell Crowe though, easily one of my favourite actors. Joaquin Phoenix play the role of a little weasel very well. Absolute classic of a film.",False
6,10,Spellbinding.,Sleepin_Dragon,n/a,15/08/2025,"One of the best films of a generation, it's a bold claim, but Gladiator truly is that good. Every single element is perfect, the story is phenomenal, one to absorb you for the full running time. The visuals are incredible, an epic masterpiece for the eyes as well as the soul. The acting first rate, surely the aim of any film is to move you, this does just that and then some.The best of Russell Crow are far as I'm concerned, he really does command the screen throughout, Joaquin Phoenix is just as good, it makes me so sad that this was the last film of the late great Oliver Reed, and of course he's awesome.I must also comment on the incredible soundtrack, the sublime music of Has Zimmer coupled with the ancient, enchanting voice of Lisa Gerrard, the music is the same glorious standard as the film, Now we are free still gives me chills, and takes me back to the film.One of my top ten films of all time, a masterpiece, 10/10.",False
7,10,Great,0U,n/a,15/08/2025,"Gladiator is a historical epic from director Ridley Scott. After being betrayed by the new Caesar, Roman general Maximus is sold into slavery as a gladiator where he rises to fame as a people's champion and finds an opportunity to exact his revenge. Russell Crowe, Joaquin Phoenix, and Connie Nielsen lead the cast and deliver strong performances. Additionally, the gladiator fights are especially dynamic and exciting, featuring several different styles of combat. The costumes and sets are also remarkably well-done, and create a vivid depiction of ancient Rome. And, Hans Zimmer's score does an excellent job at capturing the tone of the film. Thrilling and action-packed, Gladiator delivers a compelling tale. ""Are you not entertained?!""",False
8,10,Why don't they make films like this anymore,allicouldbe,n/a,15/08/2025,Seriously the best fantasy film of the modern area with great acting and emotional rollercoastering all the way through. The soundtrack by Zimmer really propels this film,False
9,10,Timeless. A modern day classic. Epitome of an epic. An all-time great.,kbuttstadt,n/a,15/08/2025,"""Are you not entertained?!?!""One of the most perfect movies ever made. The pacing, the characterization & development. Hans Zimmer's score. John Mathieson's cinematography. Career-making acting from Russell Crowe, Joaquin Phoenix, Connie Nielsen, & Djimon Hounsou. Everything is on point.This movie is an integral part of Ridley Scott's holy trinity, along with Blade Runner & Alien. Endlessly rewatchable. Endlessly quotable. An epic tragedy on the level of Shakespeare & Ancient Greece.This movie will be just as popular a hundred years from now, and no movie about Ancient Rome will have topped it.",False
10,n/a,One of the Greatest Movies Ever,n/a,n/a,15/08/2025,"I love history, and to me, Gladiator is a masterpiece. It is the most accurate picture of the Roman Empire Hollywood has ever put out.  People declare Spartacus a masterpiece, but Gladiator far outdoes Spartacus in quality.  The costuming, the acting, the screenplay, the scenery, and the fighting styles made me think that I had traveled back to 180 A.D. Russell Crowe is a true Hollywood tough guy, and he is superb in this movie. Joaquin Phoenix is outstanding as a villain, one of the best in movie history.  He played his character as if it were a psychologist's dream case. Connie Nielsen plays one of the strongest female characters that I have ever seen.  The choreographer of the action sequences was brilliant. Ridley Scott did an outstanding job in recreating the Empire, including the multitude of ethnic groups within the Empire and accurately depicting everyday life.  If you're looking for insight into what the Roman Empire was like, this is a perfect depiction.",False
11,7,A class act!!,cxw1065,n/a,15/08/2025,"I am usually worried that I'm in for a big let-down when I am looking forward to a film as much as I was to this one.  This time however, I was very pleasantly suprised, when Gladiator not only fulfilled but surpassed my expectations.  It's a brilliant film, which (while containing weaknesses such as a script which wasn't quite as good as it could have been, and one climactic scene which completely changes, and ruins, the ending) manages to engage your heart and mind.The performances are without exception excellent (although the accents may distract a bit, there is such a wide variety of them).  I must single out for commendation Mr. Phoenix, who despite his youth manages to portray a character with such conviction that you never for a moment doubt his interpretation.  His physical performance is as good as his mental one.The film rests firmly on the (extremely attractive and capable) shoulders of one Russell Crowe.  In a tour-de-force performance, he manages to convey a man (not a superhuman) with frailties and doubts and fears and heart.  I cannot convey to you how brilliant this man's performance was.  If anyone else had been this character, the film would have rated at best a five out of ten.Kudos to Russell Crowe, and to Ridley Scott, for managing to keep this film on a level with humanity, rather than one in which the characters become killing machines.A must see, five stars out of five.",False
12,10,Breathtaking!,angelo-29,n/a,15/08/2025,"Once again, Director Ridley Scott proves to be as professional as one can be. The recreation of ancient Rome is splendid, with all its magnificent buildings and atmosphere and he is able to show with all brightness the greatness of the Roman Empire, with its political problems and military discipline, and love and treason, of hate and jealousy, that still have a place in our world today. But the story has a glow of its own, to which all the beautiful scenery (believe me, it's awesome!!!) and great cinematography are just balancing factors. The plot is a rich one, that is as dynamic as it is present. He once again, after Blade Runner, 1492, and others helps us visit the depths of the human soul, which remains the same over all our historical and social experience. Even the fights, are displayed in such a way that all the blood is quite discrete, but still, making us feel like screaming and jumping out of our seats. I would also like to point out the performances of the cast, that is surprisingly good. We have some actors and actresses, who are not Hollywood icons, but are are greatly able to move the audience among screams and tears. All in all, we have guys like Russel Crowe, who are coming out to be part of a new and extremely promising harvest of people who are making each time more fans around the world. Well, you should see for yourself!",False
13,7,A Very Good Movie That Could Have Been Even Better,sddavis63,n/a,15/08/2025,"SpoilerThe beginning of ""Gladiator"" is powerful. We see the Roman Legion fighting against the Germanic tribes in what surely must be one of the most spectacular battle scenes ever filmed; one which truly does give the viewer a taste of what warfare in that era must have been like. The ending is powerful, as the quest for vengeance finally comes to a head, with General Maximus facing the Emperor Commodus in a gladiatorial contest in the Roman arena. In between - well - things could have been a little better.The acting in this movie, I thought, was first-rate. Russell Crowe as General Maximus, Joaquin Phoenix as Emperor Commodus and Connie Nielsen as Lucilla, sister of Commodus, all played their parts perfectly. The gladiatorial bouts were superbly choreographed. The set decoration was magnificent, and looked exactly as I would expect Imperial Rome to have looked. So, why do I say this could have been better?(POSSIBLE SPOILERS)Basically, the whole thing was just a bit too clear-cut for me. Maximus was too obviously the good guy, Commodus too obviously the bad guy. With this being so clear, we know that the movie must be heading for the final confrontation between the two, and it makes watching the middle 90 minutes or so difficult. ""Get on with it,"" I found myself thinking from time to time. It didn't have to be quite so clear cut. The potential was there to give the viewer a real ethical choice to make. I mean, one can understand Commodus being angry when Emperor Marcus Aurelius (Richard Harris) - his father - takes away the throne that Commodus had believed all his life would be his, and hands control of Rome over to Maximus. Commodus could have been a sympathetic character. He didn't have to murder his father. His father was elderly; a natural death wouldn't have been out of the question. And why the incestuous fascination with Lucilla? I didn't think it added anything to the movie - except to make Commodus even more repulsive. In the end, the movie didn't make me think about anything; it didn't challenge me with any moral decision-making; it didn't make choosing sides in this battle even remotely difficult.Don't get me wrong. This was a very good movie. One can always argue whether this movie or that should have been named best picture; one certainly has to agree that ""Gladiator"" was worthy of consideration. I just felt it could have been better. In the end, I give it a rating of 7/10.",True
