Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,6,A good documentary that falters somewhat in its second half,Jeremy_Urquhart,n/a,16/08/2025,"It's interesting and unnerving at times to get a perspective from the subjects in this documentary.There are no real ""gotcha"" moments or overt techniques like narration specifically calling the subjects out, but I don't feel like the documentary is endorsing their beliefs (maybe some viewers would feel differently).Sometimes what they say makes them come across pretty bad- plus editing, in terms of choosing what to show, of course. Funniest part was Cernovich exercising like an absolute clown, and after taking a huge number of supplements with two espresso shots (and he later says - while trying to sell his products online - that he doesn't like too much caffeine!)I definitely feel like he was running faster than usual because the camera was on him - almost sprinting - and there's no way he keeps up that pace while trail running (presumably long distance? Who knows. But he looks like he's trying to flex 😅)It's interesting for the first half or so, but I felt like it ran out of steam and new ideas in the second half. Felt a bit repetitive, and I felt like the second half either needed some unique scenes to show or concepts to explore, or otherwise needed to build to something climactic, and it didn't really do either for me. That's the only big flaw here, but it's unfortunately quite a significant one.Otherwise it's definitely good stuff, and at least half of it is quite compelling.",False
2,7,Noise,PatriceLeGraisseux,n/a,16/08/2025,"I don't think the documentary tries to expose the AltRigt or its rhetoric as much as to expose the airheads behind it, all egomaniacs who at one point or another were given enough attention to pursue it indefinitely as a lucrative business. The documentary shows the political culture of our time in painful poignancy, empty, void of any real substance or ethical argument and charged with individual motives and always tied to personal financial gain.White noise is infuriating and annoying but if you don't turn it off you may very well stop hearing it and learn to live with it.",False
3,3,Not a Real Alt-Right Documentary,Documentarygal,n/a,16/08/2025,"This was really just a journey into the lives of three or four individuals. The doc doesn't really do a deep dive into the views of the Alt-Right. I think a documentary solely about Bannon alone would probably give us more insight. I don't recommend paying for this. If it is free, I still don't necessarily recommend.",False
4,10,Thoroughly Researched and Illuminating Piece,aholland-39351,n/a,16/08/2025,"White Noise takes a raw and up-close look at the alt-right movement as it gained significant momentum in 2016 through present-day. The level of access to some of the movement's most high-profile figures is stupefying.Lombroso presents a largely nonpartisan narrative that truly allows the viewer to make their own verdict on the impact and effects of alt-right movement. Ultimately it lifts the cover on the unifying power of vitriol and hatred, and shows the path to power of this largely cast-aside movement.",False
5,1,Poor excuse for an insight into white supremacy,cotta002-318-865119,n/a,16/08/2025,"I watch many documentaries about far right, left, political parties and this was not a good product.
It spent a lot of time allowing the three subjects to self reflect on their greatness, directions inspiration etc.
No challenging questions.
Was an important subject but could have been better thought out and bring in other voices / experts to have a to and fro.
Your time could be better used than to watch this documentary.
Avoid.",False
6,10,"Stunning, chilling front row seat to the alt-right",jaiaretter,n/a,16/08/2025,"WHITE NOISE is a shocking and extremely timely documentary that takes viewers inside the alt-right through multi-year discussions with leaders of the movement. The film is unique and powerful in offering unparalleled access to what seems to be becoming a not-so-fringe movement and unusually candid conversations with its members and leadership. Lombroso has created a significant historical document that should be required viewing in schools, for law enforcement, etc.",False
7,1,"It's exactly what you think it is, but not a documentary",trust-me1,n/a,16/08/2025,"SpoilerOh boy where to begin.Former alt-right idol Lauren Southern sells out the alt-right, that's what you're hoping this is right? Yeah, not even close.It's a ""documentary"" about how one pretty white attention-something... said some racist things and advocated for racist beliefs, got too much negative attention and couldn't find a boyfriend who was ""nice"". Years later she finally found one, but there's a problem, he's a different race and the type of person who she was openly racist towards for years. Realizing there's no way this would end up well, she proceeded to delete absolutely everything about her online presence and hope that the world would forget her as quickly as possible.But it doesn't end there, because there's no way anyone would let her get away with disappearing after setting back race relations by about a hundred years. So!She's now right back vying for attention again, but this time she's claiming to be one of the very same type of victims she spent SIX YEARS trying to convince people that no, those victims DIDN'T EXIST. Honestly, it should be criminal to be this much of a drama queen and provocateur and then literally swap sides and play the victim.The only legitimate reason anyone should watch this is to learn how successful and idolised you can get by being a racist. Then by lying and claiming to be a victim of the very ideology you spent years tirelessly trying to push.In this criminally bad documentary, she explains about how she was a totally innocent, normal person who was quite simply ""tricked"" by men. Yep, that's it. That's her simple story. She was tricked (by men of course), fooled into being one of the most famous racists of the 20th century! Who would have thought!?What follows is her own attempt at a smear campaign and has literally none of the guilt or real evidence befitting a truly reformed person. It's a performance that doesn't deserve the first handful of microwave popcorn waiting in your cupboard.I am literally dumbfounded that people are watching this and take any of it for fact. The girl quite simply loved being an icon of the alt-right, loved being admired, loved being a sex symbol and when she found the man that she wanted to be with. Well all that negative attention she was getting suddenly had no place in her life. The only way out was to swap sides, feign ignorance and blame everyone else.If you've ever seen a real doco, you'll instantly realise this is not one.",True
8,3,Confused,djaho,n/a,16/08/2025,Not sure if this is pro nationalist or anti nationalist.Has no substance or direction.,False
9,10,"Insightful, almost hilarious view of the alt-right",sharma-hemanee,n/a,16/08/2025,"A fascinating, unbiased character study of three distinct alt-right influencers. It's clear to see the progression of trust building between director Daniel Lombroso and the three prominent alt-right figures. Their motivations and desire for the spotlight candidly unravel as the film, and the movement, progress. Highly recommend for an objective, humorous look at the alt-right.",False
10,1,"Insultingly transparent misinformation trying to pass as a ""documentary""",aciolino,n/a,16/08/2025,"Literally. If one watches paint dry with the expectations that something important, informative, or enlightening will occur... well guess what?""White Noise"" is actually worse. This ""documentary"" (which, by and standards, is NOT) not only lacks those qualities but delivers completely unsubstantiated misinformation, sprinkled with highly charged emotional left-wing rhetoric and outright lies. They adore the term ""alt right"" though never define it other than implying that it is another term for Nazism. In fact, any Conservative, Traditionalist, or anyone holding even moderate right of center views is thrown in the ""Nazi"" mess.Disgraceful, bigoted, and dangerous. Watch only to learn how devious those at the Atlantic can be.",False
